ProductCode	MasterProductCode	ProductName	ProductAlternateName	UPC	SKU	ProductDescription	ProductAlternateDescription	ManufacturerCode	ManufacturerName	ManufacturerAlternateName	ProductHierarchyLevel1Code	ProductHierarchyLevel1Name	ProductHierarchyLevel1AlternateName	ProductHierarchyLevel2Code	ProductHierarchyLevel2Name	ProductHierarchyLevel2AlternateName	ProductHierarchyLevel3Code	ProductHierarchyLevel3Name	ProductHierarchyLevel3AlternateName	ProductHierarchyLevel4Code	ProductHierarchyLevel4Name	ProductHierarchyLevel4AlternateName	ProductHierarchyLevel5Code	ProductHierarchyLevel5Name	ProductHierarchyLevel5AlternateName	BrandHierarchyLevel1Code	BrandHierarchyLevel1Name	BrandHierarchyLevel1AlternateName	BrandHierarchyLevel2Code	BrandHierarchyLevel2Name	BrandHierarchyLevel2AlternateName	ProductUnitSizeCode	ProductUnitSizeName	ProductUnitSizeAlternateName	ProductUnitSize	ProductUnitUOM	PackageType	PackageSize	PackageUOM	PackageUnits	IsControlLabel	ProductCustomAttribute1Name	ProductCustomAttribute1Value	ProductCustomAttribute1AlternateValue	ProductCustomAttribute2Name	ProductCustomAttribute2Value	ProductCustomAttribute2AlternateValue	ProductCustomAttribute3Name	ProductCustomAttribute3Value	ProductCustomAttribute3AlternateValue	ProductCustomAttribute4Name	ProductCustomAttribute4Value	ProductCustomAttribute4AlternateValue	ProductCustomAttribute5Name	ProductCustomAttribute5Value	ProductCustomAttribute5AlternateValue	ProductCustomAttribute6Name	ProductCustomAttribute6Value	ProductCustomAttribute6AlternateValue	ProductCustomAttribute7Name	ProductCustomAttribute7Value	ProductCustomAttribute7AlternateValue	ProductCustomAttribute8Name	ProductCustomAttribute8Value	ProductCustomAttribute8AlternateValue	ProductCustomAttribute9Name	ProductCustomAttribute9Value	ProductCustomAttribute9AlternateValue	ProductCustomAttribute10Name	ProductCustomAttribute10Value	ProductCustomAttribute10AlternateValue	VendorCode	VendorName	LargeClusterStatus	MediumClusterStatus	SmallClusterStatus	EqualizedUnitsConversionFactor
114302	114302	zCOKE DIET 591ML	COKE DIET 591MLz-ay	5000114302	432-114302	zCOKE DIET 591ML	COKE DIET 591MLz-ay	COCA-COLA REFRESHMENTS CANADA CO	COCA-COLA REFRESHMENTS CANADA CO	OCA-COLA REFRESHMENTS CANADA COC-ay	LOYALTY	LOYALTY	OYALTYL-ay	PACKAGED SOFT DRINKS	PACKAGED SOFT DRINKS	ACKAGED SOFT DRINKSP-ay	256	PSD 591ML	SD 591MLP-ay	256	PSD 591ML	SD 591MLP-ay	256	PSD 591ML	SD 591MLP-ay	COKE	COKE	OKEC-ay	COKE	COKE	OKEC-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.4	C3.4	3.4C-ay	C4.2	C4.2	4.2C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.2	C7.2	7.2C-ay	C8.1	C8.1	8.1C-ay	C9.3	C9.3	9.3C-ay	C10.1	C10.1	10.1C-ay	COCA-COLA REFRESHMEN	COCA-COLA REFRESHMENTS CANADA CO	Core	Core	Core	8
115291	115291	FL SMARTFOOD OPCORN 220G	L SMARTFOOD OPCORN 220GF-ay	5000115291	432-115291	FL SMARTFOOD OPCORN 220G	L SMARTFOOD OPCORN 220GF-ay	PEPSICO FOODS COMPANY	PEPSICO FOODS COMPANY	EPSICO FOODS COMPANYP-ay	LOYALTY	LOYALTY	OYALTYL-ay	SALTY SNACKS	SALTY SNACKS	ALTY SNACKSS-ay	240	POPPED POPCORN	OPPED POPCORNP-ay	240	POPPED POPCORN	OPPED POPCORNP-ay	240	POPPED POPCORN	OPPED POPCORNP-ay	SMARTFOOD	SMARTFOOD	MARTFOODS-ay	SMARTFOOD	SMARTFOOD	MARTFOODS-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.1	C3.1	3.1C-ay	C4.2	C4.2	4.2C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.1	C8.1	8.1C-ay	C9.4	C9.4	9.4C-ay	C10.1	C10.1	10.1C-ay	PEPSICO FOODS COMPAN	PEPSICO FOODS COMPANY	Core	Core	Core	2
116969	116969	CK MRS FRESHLEYS HONEY BUN	K MRS FRESHLEYS HONEY BUNC-ay	5000116969	432-116969	CK MRS FRESHLEYS HONEY BUN	K MRS FRESHLEYS HONEY BUNC-ay	CUISINE KARO	CUISINE KARO	UISINE KAROC-ay	LOYALTY	LOYALTY	OYALTYL-ay	SWEET SNACKS SINGLE SERVE	SWEET SNACKS SINGLE SERVE	WEET SNACKS SINGLE SERVES-ay	232	PASTRIES/MUFFINS/DONUTS	ASTRIES/MUFFINS/DONUTSP-ay	232	PASTRIES/MUFFINS/DONUTS	ASTRIES/MUFFINS/DONUTSP-ay	232	PASTRIES/MUFFINS/DONUTS	ASTRIES/MUFFINS/DONUTSP-ay	CUISINE KARO	CUISINE KARO	UISINE KAROC-ay	CUISINE KARO	CUISINE KARO	UISINE KAROC-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.1	C3.1	3.1C-ay	C4.3	C4.3	4.3C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.1	C8.1	8.1C-ay	C9.1	C9.1	9.1C-ay	C10.1	C10.1	10.1C-ay	CUISINE KARO	CUISINE KARO	Core	Core	Core	4
117435	117435	HOT BEVERAGE 24OZ	OT BEVERAGE 24OZH-ay	5000117435	432-117435	HOT BEVERAGE 24OZ	OT BEVERAGE 24OZH-ay	SUNCOR HEAD OFFICE	SUNCOR HEAD OFFICE	UNCOR HEAD OFFICES-ay	LOYALTY	LOYALTY	OYALTYL-ay	HOT BEVERAGES	HOT BEVERAGES	OT BEVERAGESH-ay	173	JAVASTOP	AVASTOPJ-ay	173	JAVASTOP	AVASTOPJ-ay	173	JAVASTOP	AVASTOPJ-ay	JAVA STOP	JAVA STOP	AVA STOPJ-ay	JAVA STOP	JAVA STOP	AVA STOPJ-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.2	C3.2	3.2C-ay	C4.4	C4.4	4.4C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.3	C8.3	8.3C-ay	C9.2	C9.2	9.2C-ay	C10.1	C10.1	10.1C-ay	SUNCOR HEAD OFFICE	SUNCOR HEAD OFFICE	Core	Core	Core	1
118167	118327	VECTOR NRG BAR CHOC CHIP 55G	ECTOR NRG BAR CHOC CHIP 55GV-ay	5000118167	432-118167	VECTOR NRG BAR CHOC CHIP 55G	ECTOR NRG BAR CHOC CHIP 55GV-ay	KELLOGG CANADA INC	KELLOGG CANADA INC	ELLOGG CANADA INCK-ay	LOYALTY	LOYALTY	OYALTYL-ay	SWEET SNACKS SINGLE SERVE	SWEET SNACKS SINGLE SERVE	WEET SNACKS SINGLE SERVES-ay	171	FORTIFIED ENERGY BARS	ORTIFIED ENERGY BARSF-ay	171	FORTIFIED ENERGY BARS	ORTIFIED ENERGY BARSF-ay	171	FORTIFIED ENERGY BARS	ORTIFIED ENERGY BARSF-ay	VECTOR	VECTOR	ECTORV-ay	VECTOR	VECTOR	ECTORV-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.2	1.2C-ay	C2.1	C2.1	2.1C-ay	C3.1	C3.1	3.1C-ay	C4.4	C4.4	4.4C-ay	C5.3	C5.3	5.3C-ay	C6.1	C6.1	6.1C-ay	C7.3	C7.3	7.3C-ay	C8.2	C8.2	8.2C-ay	C9.2	C9.2	9.2C-ay	C10.1	C10.1	10.1C-ay	KELLOGG CANADA INC	KELLOGG CANADA INC	Core	Core	Core	0
119035	119325	NESTLE COFFEE CRISP SHKE 473ML	ESTLE COFFEE CRISP SHKE 473MLN-ay	5000119035	432-119035	NESTLE COFFEE CRISP SHKE 473ML	ESTLE COFFEE CRISP SHKE 473MLN-ay	SAPUTO DAIRY PRODUCTS CANADA G.P.	SAPUTO DAIRY PRODUCTS CANADA G.P.	APUTO DAIRY PRODUCTS CANADA G.P.S-ay	LOYALTY	LOYALTY	OYALTYL-ay	DAIRY	DAIRY	AIRYD-ay	334	SPECIALTY MILK PRODUCTS	PECIALTY MILK PRODUCTSS-ay	334	SPECIALTY MILK PRODUCTS	PECIALTY MILK PRODUCTSS-ay	334	SPECIALTY MILK PRODUCTS	PECIALTY MILK PRODUCTSS-ay	NEILSON	NEILSON	EILSONN-ay	NEILSON	NEILSON	EILSONN-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.2	1.2C-ay	C2.1	C2.1	2.1C-ay	C3.3	C3.3	3.3C-ay	C4.4	C4.4	4.4C-ay	C5.2	C5.2	5.2C-ay	C6.1	C6.1	6.1C-ay	C7.3	C7.3	7.3C-ay	C8.1	C8.1	8.1C-ay	C9.1	C9.1	9.1C-ay	C10.1	C10.1	10.1C-ay	SAPUTO DAIRY PRODUCT	SAPUTO DAIRY PRODUCTS CANADA G.P.	Core	Core	Core	8
119038	119038	NESTLE ROLO SHAKE 473ML	ESTLE ROLO SHAKE 473MLN-ay	5000119038	432-119038	NESTLE ROLO SHAKE 473ML	ESTLE ROLO SHAKE 473MLN-ay	SAPUTO DAIRY PRODUCTS CANADA G.P.	SAPUTO DAIRY PRODUCTS CANADA G.P.	APUTO DAIRY PRODUCTS CANADA G.P.S-ay	LOYALTY	LOYALTY	OYALTYL-ay	DAIRY	DAIRY	AIRYD-ay	334	SPECIALTY MILK PRODUCTS	PECIALTY MILK PRODUCTSS-ay	334	SPECIALTY MILK PRODUCTS	PECIALTY MILK PRODUCTSS-ay	334	SPECIALTY MILK PRODUCTS	PECIALTY MILK PRODUCTSS-ay	NEILSON	NEILSON	EILSONN-ay	NEILSON	NEILSON	EILSONN-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.2	C2.2	2.2C-ay	C3.1	C3.1	3.1C-ay	C4.1	C4.1	4.1C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.1	C8.1	8.1C-ay	C9.3	C9.3	9.3C-ay	C10.2	C10.2	10.2C-ay	SAPUTO DAIRY PRODUCT	SAPUTO DAIRY PRODUCTS CANADA G.P.	Core	Core	Core	9
119154	119324	NESQUIK CHOC SHAKE 473ML	ESQUIK CHOC SHAKE 473MLN-ay	5000119154	432-119154	NESQUIK CHOC SHAKE 473ML	ESQUIK CHOC SHAKE 473MLN-ay	SAPUTO DAIRY PRODUCTS CANADA G.P.	SAPUTO DAIRY PRODUCTS CANADA G.P.	APUTO DAIRY PRODUCTS CANADA G.P.S-ay	LOYALTY	LOYALTY	OYALTYL-ay	DAIRY	DAIRY	AIRYD-ay	334	SPECIALTY MILK PRODUCTS	PECIALTY MILK PRODUCTSS-ay	334	SPECIALTY MILK PRODUCTS	PECIALTY MILK PRODUCTSS-ay	334	SPECIALTY MILK PRODUCTS	PECIALTY MILK PRODUCTSS-ay	NEILSON	NEILSON	EILSONN-ay	NEILSON	NEILSON	EILSONN-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.2	C2.2	2.2C-ay	C3.1	C3.1	3.1C-ay	C4.1	C4.1	4.1C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.1	C8.1	8.1C-ay	C9.4	C9.4	9.4C-ay	C10.2	C10.2	10.2C-ay	SAPUTO DAIRY PRODUCT	SAPUTO DAIRY PRODUCTS CANADA G.P.	Core	Core	Core	2
119169	119169	PB P PLUS FUDGE BROWNIE	B P PLUS FUDGE BROWNIEP-ay	5000119169	432-119169	PB P PLUS FUDGE BROWNIE	B P PLUS FUDGE BROWNIEP-ay	POST	POST	OSTP-ay	LOYALTY	LOYALTY	OYALTYL-ay	SWEET SNACKS SINGLE SERVE	SWEET SNACKS SINGLE SERVE	WEET SNACKS SINGLE SERVES-ay	150	GOOD FOR YOU	OOD FOR YOUG-ay	150	GOOD FOR YOU	OOD FOR YOUG-ay	150	GOOD FOR YOU	OOD FOR YOUG-ay	POWERBAR	POWERBAR	OWERBARP-ay	POWERBAR	POWERBAR	OWERBARP-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.2	C3.2	3.2C-ay	C4.2	C4.2	4.2C-ay	C5.3	C5.3	5.3C-ay	C6.2	C6.2	6.2C-ay	C7.3	C7.3	7.3C-ay	C8.1	C8.1	8.1C-ay	C9.1	C9.1	9.1C-ay	C10.2	C10.2	10.2C-ay	POST	POST	Core	Core	Core	7
119177	119177	PB PLUS VANILLA YOGURT	B PLUS VANILLA YOGURTP-ay	5000119177	432-119177	PB PLUS VANILLA YOGURT	B PLUS VANILLA YOGURTP-ay	POST	POST	OSTP-ay	LOYALTY	LOYALTY	OYALTYL-ay	SWEET SNACKS SINGLE SERVE	SWEET SNACKS SINGLE SERVE	WEET SNACKS SINGLE SERVES-ay	150	GOOD FOR YOU	OOD FOR YOUG-ay	150	GOOD FOR YOU	OOD FOR YOUG-ay	150	GOOD FOR YOU	OOD FOR YOUG-ay	POWERBAR	POWERBAR	OWERBARP-ay	POWERBAR	POWERBAR	OWERBARP-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.1	C3.1	3.1C-ay	C4.2	C4.2	4.2C-ay	C5.1	C5.1	5.1C-ay	C6.3	C6.3	6.3C-ay	C7.3	C7.3	7.3C-ay	C8.3	C8.3	8.3C-ay	C9.1	C9.1	9.1C-ay	C10.2	C10.2	10.2C-ay	POST	POST	Core	Core	Core	1
114323	119433	PEPSI DIET 591ML	EPSI DIET 591MLP-ay	5000119723	432-119723	PEPSI DIET 591ML	EPSI DIET 591MLP-ay	PEPSI-COLA	PEPSI-COLA	EPSI-COLAP-ay	LOYALTY	LOYALTY	OYALTYL-ay	PACKAGED SOFT DRINKS	PACKAGED SOFT DRINKS	ACKAGED SOFT DRINKSP-ay	256	PSD 591ML	SD 591MLP-ay	256	PSD 591ML	SD 591MLP-ay	256	PSD 591ML	SD 591MLP-ay	PEPSI	PEPSI	EPSIP-ay	PEPSI	PEPSI	EPSIP-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.4	C3.4	3.4C-ay	C4.2	C4.2	4.2C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.2	C7.2	7.2C-ay	C8.1	C8.1	8.1C-ay	C9.3	C9.3	9.3C-ay	C10.1	C10.1	10.1C-ay	PEPSI-COLA	PEPSI-COLA	Core	Core	Core	4
114337	119737	zCAN DRY GINGER ALE 591 ML	CAN DRY GINGER ALE 591 MLz-ay	5000119737	432-119737	zCAN DRY GINGER ALE 591 ML	CAN DRY GINGER ALE 591 MLz-ay	COCA-COLA REFRESHMENTS CANADA CO	COCA-COLA REFRESHMENTS CANADA CO	OCA-COLA REFRESHMENTS CANADA COC-ay	LOYALTY	LOYALTY	OYALTYL-ay	PACKAGED SOFT DRINKS	PACKAGED SOFT DRINKS	ACKAGED SOFT DRINKSP-ay	256	PSD 591ML	SD 591MLP-ay	256	PSD 591ML	SD 591MLP-ay	256	PSD 591ML	SD 591MLP-ay	CANADA DRY	CANADA DRY	ANADA DRYC-ay	CANADA DRY	CANADA DRY	ANADA DRYC-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.1	C3.1	3.1C-ay	C4.2	C4.2	4.2C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.1	C8.1	8.1C-ay	C9.4	C9.4	9.4C-ay	C10.1	C10.1	10.1C-ay	COCA-COLA REFRESHMEN	COCA-COLA REFRESHMENTS CANADA CO	Core	Core	Core	7
119788	119788	PEPSI 591ML	EPSI 591MLP-ay	5000119788	432-119788	PEPSI 591ML	EPSI 591MLP-ay	PEPSI-COLA	PEPSI-COLA	EPSI-COLAP-ay	LOYALTY	LOYALTY	OYALTYL-ay	PACKAGED SOFT DRINKS	PACKAGED SOFT DRINKS	ACKAGED SOFT DRINKSP-ay	256	PSD 591ML	SD 591MLP-ay	256	PSD 591ML	SD 591MLP-ay	256	PSD 591ML	SD 591MLP-ay	PEPSI	PEPSI	EPSIP-ay	PEPSI	PEPSI	EPSIP-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.1	C3.1	3.1C-ay	C4.3	C4.3	4.3C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.1	C8.1	8.1C-ay	C9.1	C9.1	9.1C-ay	C10.1	C10.1	10.1C-ay	PEPSI-COLA	PEPSI-COLA	Core	Core	Core	8
124329	120729	MONSTER ENERGY DRINK 473ML	ONSTER ENERGY DRINK 473MLM-ay	5000120729	432-120729	MONSTER ENERGY DRINK 473ML	ONSTER ENERGY DRINK 473MLM-ay	COCA-COLA REFRESHMENTS CANADA CO	COCA-COLA REFRESHMENTS CANADA CO	OCA-COLA REFRESHMENTS CANADA COC-ay	LOYALTY	LOYALTY	OYALTYL-ay	ALTERNATE BEVERAGES	ALTERNATE BEVERAGES	LTERNATE BEVERAGESA-ay	394	ENERGY DRINKS	NERGY DRINKSE-ay	394	ENERGY DRINKS	NERGY DRINKSE-ay	394	ENERGY DRINKS	NERGY DRINKSE-ay	MONSTER	MONSTER	ONSTERM-ay	MONSTER	MONSTER	ONSTERM-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.2	C3.2	3.2C-ay	C4.4	C4.4	4.4C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.3	C8.3	8.3C-ay	C9.2	C9.2	9.2C-ay	C10.1	C10.1	10.1C-ay	COCA-COLA REFRESHMEN	COCA-COLA REFRESHMENTS CANADA CO	Core	Core	Core	8
121697	121697	RED BULL ENERGY 250ML	ED BULL ENERGY 250MLR-ay	5000121697	432-121697	RED BULL ENERGY 250ML	ED BULL ENERGY 250MLR-ay	RED BULL CANADA LIMITED	RED BULL CANADA LIMITED	ED BULL CANADA LIMITEDR-ay	LOYALTY	LOYALTY	OYALTYL-ay	ALTERNATE BEVERAGES	ALTERNATE BEVERAGES	LTERNATE BEVERAGESA-ay	394	ENERGY DRINKS	NERGY DRINKSE-ay	394	ENERGY DRINKS	NERGY DRINKSE-ay	394	ENERGY DRINKS	NERGY DRINKSE-ay	RED BULL	RED BULL	ED BULLR-ay	RED BULL	RED BULL	ED BULLR-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.2	1.2C-ay	C2.1	C2.1	2.1C-ay	C3.1	C3.1	3.1C-ay	C4.4	C4.4	4.4C-ay	C5.3	C5.3	5.3C-ay	C6.1	C6.1	6.1C-ay	C7.3	C7.3	7.3C-ay	C8.2	C8.2	8.2C-ay	C9.2	C9.2	9.2C-ay	C10.1	C10.1	10.1C-ay	RED BULL CANADA LIMI	RED BULL CANADA LIMITED	Core	Core	Core	2
123148	123148	COKE 355ML 8PK	OKE 355ML 8PKC-ay	5000123148	432-123148	COKE 355ML 8PK	OKE 355ML 8PKC-ay	COCA-COLA REFRESHMENTS CANADA CO	COCA-COLA REFRESHMENTS CANADA CO	OCA-COLA REFRESHMENTS CANADA COC-ay	LOYALTY	LOYALTY	OYALTYL-ay	PACKAGED SOFT DRINKS	PACKAGED SOFT DRINKS	ACKAGED SOFT DRINKSP-ay	258	PSD 8PK	SD 8PKP-ay	258	PSD 8PK	SD 8PKP-ay	258	PSD 8PK	SD 8PKP-ay	COKE	COKE	OKEC-ay	COKE	COKE	OKEC-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.2	1.2C-ay	C2.1	C2.1	2.1C-ay	C3.3	C3.3	3.3C-ay	C4.4	C4.4	4.4C-ay	C5.2	C5.2	5.2C-ay	C6.1	C6.1	6.1C-ay	C7.3	C7.3	7.3C-ay	C8.1	C8.1	8.1C-ay	C9.1	C9.1	9.1C-ay	C10.1	C10.1	10.1C-ay	COCA-COLA REFRESHMEN	COCA-COLA REFRESHMENTS CANADA CO	Core	Core	Core	0
123441	123441	FITC BANANA	ITC BANANAF-ay	5000123441	432-123441	FITC BANANA	ITC BANANAF-ay	MULTIPLE MANUFACTURERS	MULTIPLE MANUFACTURERS	ULTIPLE MANUFACTURERSM-ay	LOYALTY	LOYALTY	OYALTYL-ay	PRODUCE	PRODUCE	RODUCEP-ay	132	FRUIT	RUITF-ay	132	FRUIT	RUITF-ay	132	FRUIT	RUITF-ay	GENERIC	GENERIC	ENERICG-ay	GENERIC	GENERIC	ENERICG-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.2	C2.2	2.2C-ay	C3.1	C3.1	3.1C-ay	C4.1	C4.1	4.1C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.1	C8.1	8.1C-ay	C9.3	C9.3	9.3C-ay	C10.2	C10.2	10.2C-ay	MULTIPLE MANUFACTURE	MULTIPLE MANUFACTURERS	Core	Core	Core	4
123761	123761	RED BULL SUGAR FREE 250ML	ED BULL SUGAR FREE 250MLR-ay	5000123761	432-123761	RED BULL SUGAR FREE 250ML	ED BULL SUGAR FREE 250MLR-ay	RED BULL CANADA LIMITED	RED BULL CANADA LIMITED	ED BULL CANADA LIMITEDR-ay	LOYALTY	LOYALTY	OYALTYL-ay	ALTERNATE BEVERAGES	ALTERNATE BEVERAGES	LTERNATE BEVERAGESA-ay	394	ENERGY DRINKS	NERGY DRINKSE-ay	394	ENERGY DRINKS	NERGY DRINKSE-ay	394	ENERGY DRINKS	NERGY DRINKSE-ay	RED BULL	RED BULL	ED BULLR-ay	RED BULL	RED BULL	ED BULLR-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.2	C2.2	2.2C-ay	C3.1	C3.1	3.1C-ay	C4.1	C4.1	4.1C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.1	C8.1	8.1C-ay	C9.4	C9.4	9.4C-ay	C10.2	C10.2	10.2C-ay	RED BULL CANADA LIMI	RED BULL CANADA LIMITED	Core	Core	Core	10
124245	124245	HOT BEVERAGE MED	OT BEVERAGE MEDH-ay	5000124245	432-124245	HOT BEVERAGE MED	OT BEVERAGE MEDH-ay	HOT BEVERAGES	HOT BEVERAGES	OT BEVERAGESH-ay	LOYALTY	LOYALTY	OYALTYL-ay	HOT BEVERAGES	HOT BEVERAGES	OT BEVERAGESH-ay	211	NEIGHBOURS HOT BEVERAGES	EIGHBOURS HOT BEVERAGESN-ay	211	NEIGHBOURS HOT BEVERAGES	EIGHBOURS HOT BEVERAGESN-ay	211	NEIGHBOURS HOT BEVERAGES	EIGHBOURS HOT BEVERAGESN-ay	NEIGHBOURS	NEIGHBOURS	EIGHBOURSN-ay	NEIGHBOURS	NEIGHBOURS	EIGHBOURSN-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	1	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.2	C3.2	3.2C-ay	C4.2	C4.2	4.2C-ay	C5.3	C5.3	5.3C-ay	C6.2	C6.2	6.2C-ay	C7.3	C7.3	7.3C-ay	C8.1	C8.1	8.1C-ay	C9.1	C9.1	9.1C-ay	C10.2	C10.2	10.2C-ay	HOT BEVERAGES	HOT BEVERAGES	Core	Core	Core	5
124246	124246	HOT BEVERAGE LAR	OT BEVERAGE LARH-ay	5000124246	432-124246	HOT BEVERAGE LAR	OT BEVERAGE LARH-ay	HOT BEVERAGES	HOT BEVERAGES	OT BEVERAGESH-ay	LOYALTY	LOYALTY	OYALTYL-ay	HOT BEVERAGES	HOT BEVERAGES	OT BEVERAGESH-ay	211	NEIGHBOURS HOT BEVERAGES	EIGHBOURS HOT BEVERAGESN-ay	211	NEIGHBOURS HOT BEVERAGES	EIGHBOURS HOT BEVERAGESN-ay	211	NEIGHBOURS HOT BEVERAGES	EIGHBOURS HOT BEVERAGESN-ay	NEIGHBOURS	NEIGHBOURS	EIGHBOURSN-ay	NEIGHBOURS	NEIGHBOURS	EIGHBOURSN-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	1	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.1	C3.1	3.1C-ay	C4.2	C4.2	4.2C-ay	C5.1	C5.1	5.1C-ay	C6.3	C6.3	6.3C-ay	C7.3	C7.3	7.3C-ay	C8.3	C8.3	8.3C-ay	C9.1	C9.1	9.1C-ay	C10.2	C10.2	10.2C-ay	HOT BEVERAGES	HOT BEVERAGES	Core	Core	Core	5
